TOWNSHIP_RANGE,YEAR,lower,mid,upper
T18S R18E,2021,144.45460169963522,204.99696674291445,261.31030617429263
T18S R19E,2021,130.03041940115176,174.79558500605043,213.66245566184583
T18S R20E,2021,95.1343420130019,131.22087453546928,182.00243179629652
T18S R21E,2021,92.35576380540344,111.63235137707527,155.41023276155133
T18S R22E,2021,92.57085125049225,128.82470465328095,181.5224713594341
T18S R23E,2021,82.50556381084071,124.91720258114165,196.37368267231753
T18S R24E,2021,90.62774619320142,150.9790059937998,193.87190566440464
T18S R25E,2021,87.29628613972129,133.29788273059862,175.51590870494735
T18S R26E,2021,57.17529069797088,89.83187742293512,130.19457869576635
T18S R27E,2021,30.485465879100918,60.40260756507444,99.32139714589107
T19S R15E,2021,172.0049052788081,392.01500569956573,429.28823964038696
T19S R16E,2021,175.49585527880814,337.270723843767,424.799337609052
T19S R17E,2021,131.0756811825654,262.7907433741541,382.62754603999343
T19S R18E,2021,191.2127134667094,248.3502637325588,254.15769757743146
T19S R19E,2021,142.39918782988204,224.9148001721442,251.11196876688456
T19S R20E,2021,134.70298562005405,205.70067919442204,234.25813059739605
